ISSN,Journal,Subject,JourQual,FT,Cnrs,EJL,ABS,Den,Hceres,Scopus,ABDC,Fnege,Meta,JourQual_n,FT_n,Cnrs_n,EJL_n,ABS_n,Den_n,Hceres_n,Scopus_n,ABDC_n,Fnege_n,Meta_n,princomp1,h_index,citedness,JourQual2,unjournal_tier
1382-340X,International Negotiation,"OS/OB,HRM/IR",NA,2,NA,NA,1,1,NA,1.0,A,NA,NA,NA,2,NA,NA,5,3,NA,1,2,NA,NA,2.238490544781668,42,0.640625,NA,4
0020-8183,International Organization,Economics,NA,2,3,NA,NA,2,B,9.2,B,NA,NA,NA,2,4,NA,NA,2,2,9.2,3,NA,NA,0.6986023924280134,239,7,NA,4
0160-0176,International Regional Science Review,Economics,NA,2,2,NA,NA,1,A,4.7,B,NA,NA,NA,2,3,NA,NA,3,1,4.7,3,NA,NA,0.6458744879341852,83,1.653061224489796,NA,4
0020-8523,International Review of Administrative Sciences,PSM,C,2,3,NA,3,1,B,4.2,C,3,NA,6,2,4,NA,3,3,2,4.2,4,4,NA,1.834587507677565,83,3.364485981308411,C,4
0269-2171,International Review of Applied Economics,Economics,NA,2,4,NA,1,1,C,1.9,B,NA,NA,NA,2,5,NA,5,3,3,1.9,3,NA,NA,3.282398394339457,63,1.4943820224719102,NA,5
1059-0560,International Review of Economics and Finance,Economics,NA,2,NA,NA,2,1,C,3.6,A,4,NA,NA,2,NA,NA,4,3,3,3.6,2,5,NA,1.7610611287174547,NA,NA,NA,4
1369-412X,International Review of Finance,F&A,NA,2,NA,NA,NA,1,NA,2.0,A,NA,NA,NA,2,NA,NA,NA,3,NA,2,2,NA,NA,0.7735035476598682,41,1.4657534246575343,NA,4
1057-5219,International Review of Financial Analysis,F&A,NA,2,3,NA,3,1,B,4.9,A,3,B,NA,2,4,NA,3,3,2,4.9,2,4,3,0.439029452697689,113,8.905864197530864,NA,4
0144-8188,International Review of Law and Economics,Economics,B,2,1,NA,2,2,A,1.2,B,NA,B,4,2,2,NA,4,2,1,1.2,3,NA,3,-0.7720633436235852,76,1.1320754716981132,B,3
1229-4659,International Review of Public Administration,PSM,NA,2,4,NA,1,2,C,1.0,B,4,NA,NA,2,5,NA,5,2,3,1,3,5,NA,2.5642420525066987,29,0.9787234042553191,NA,4
0959-3969,"International Review of Retail, Distribution and Consumer",RMarketing,C,2,NA,NA,1,1,NA,2.4,B,NA,NA,6,2,NA,NA,5,3,NA,2.4,3,NA,NA,3.0825499230720204,0,0,C,5
0266-2426,International Small Business Journal,Entrep,C,2,2,S,3,2,A,8.0,A,2,B,6,2,3,4,3,2,1,8,2,3,3,-0.4243625238134886,135,4.170454545454546,C,3
1468-2451,International Social Science Journal,Sociology,NA,2,NA,NA,NA,1,NA,1.1,B,NA,NA,NA,2,NA,NA,NA,3,NA,1.1,3,NA,NA,2.2471295698603773,58,1.75,NA,4
0020-8825,International Studies of Management and Organization,IB,C,2,4,NA,2,1,B,2.4,B,3,NA,6,2,5,NA,4,3,2,2.4,3,4,NA,2.289691685271079,NA,NA,C,4
0020-8833,International Studies Quarterly,Economics,NA,2,NA,NA,NA,2,NA,3.3,A,NA,NA,NA,2,NA,NA,NA,2,NA,3.3,2,NA,NA,-0.9855957956352235,158,2.64321608040201,NA,3
0927-5940,International Tax and Public Finance,PSM,B,2,2,NA,2,1,A,1.7,B,NA,NA,4,2,3,NA,4,3,1,1.7,3,NA,NA,0.5170726081259234,80,1.4525547445255473,B,4
0969-6016,International Transactions in Operational Research,"OR,MS,POM",D,2,3,NA,1,1,B,6.2,B,4,NA,8,2,4,NA,5,3,2,6.2,3,5,NA,3.4730636928704604,74,2.808955223880597,D,5
1066-2243,Internet Research,"MIS, KM",NA,2,NA,NA,3,2,NA,8.5,A,4,B,NA,2,NA,NA,3,2,NA,8.5,2,5,3,0.19695745538334627,125,6.376237623762377,NA,3
0739-3172,Issues in Accounting Education,Education,C,2,NA,NA,2,1,NA,1.7,A,NA,NA,6,2,NA,NA,4,3,NA,1.7,2,NA,NA,1.753160321738701,56,1.2151898734177216,C,4
2193-8997,IZA Journal of Labor Economics,Economics,NA,2,NA,NA,NA,1,NA,2.7,A,NA,NA,NA,2,NA,NA,NA,3,NA,2.7,2,NA,NA,0.7735035476598682,26,1.3,NA,4
0922-1425,Japan and the World Economy,Economics,NA,2,NA,NA,1,1,NA,1.4,B,NA,NA,NA,2,NA,NA,5,3,NA,1.4,3,NA,NA,3.130024894290536,58,1.4333333333333333,NA,5
1040-9602,Journal for Quality and Participation,"OR,MS,POM",NA,2,NA,NA,NA,NA,NA,NA,C,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,4,NA,NA,5.04509017432741,18,0,NA,5
0165-4101,Journal of Accounting and Economics,F&A,A+,1,1*,P*,4*,2,A,7.4,A*,1*,A+,1,1,1,1,1,2,1,7.4,1,1,1,-6.890326481877775,NA,NA,A+,1
0278-4254,Journal of Accounting and Public Policy,F&A,B,2,2,S,3,1,A,4.3,A,2,B,4,2,3,4,3,3,1,4.3,2,3,3,-0.4114511923640838,119,3.2734375,B,3
0748-5751,Journal of Accounting Education,Education,C,2,NA,NA,2,1,NA,4.7,B,NA,NA,6,2,NA,NA,4,3,NA,4.7,3,NA,NA,2.378768403731429,61,1.9,C,4
0737-4607,Journal of Accounting Literature,F&A,B,2,3,S,3,1,B,6.5,A,3,B,4,2,4,4,3,3,2,6.5,2,4,3,0.37802070590525333,34,1.9285714285714286,B,4
0021-8456,Journal of Accounting Research,F&A,A+,1,1,P*,4*,2,A,7.1,A*,1*,A+,1,1,2,1,1,2,1,7.1,1,1,1,-6.493213434361143,278,5.9,A+,1
0148-558X,"Journal of Accounting, Auditing and Finance",F&A,B,2,3,S,3,1,B,2.4,A,3,B,4,2,4,4,3,3,2,2.4,2,4,3,0.37802070590525333,NA,NA,B,4
0091-3367,Journal of Advertising,Marketing,B,2,3,P,3,1,A,11.3,A,2,B,4,2,4,2,3,3,1,11.3,2,3,3,-0.8271972428515391,174,6.221374045801527,B,3
0021-8499,Journal of Advertising Research,Marketing,C,2,3,S,3,1,A,3.7,A,2,B,6,2,4,4,3,3,1,3.7,2,3,3,0.5410236128159964,120,1.78,C,4
0090-9882,Journal of Applied Communication Research,Comm,NA,2,NA,NA,NA,1,NA,2.7,B,NA,NA,NA,2,NA,NA,NA,3,NA,2.7,3,NA,NA,2.2471295698603773,84,1.5462962962962963,NA,4
1078-1196,Journal of Applied Corporate Finance,F&A,C,2,NA,S,1,1,NA,NA,A,NA,NA,6,2,NA,4,5,3,NA,NA,2,NA,NA,2.1720088252661736,0,0,C,4
0883-7252,Journal of Applied Econometrics,Economics,NA,2,1,NA,3,2,A,4.0,A*,2,NA,NA,2,2,NA,3,2,1,4,1,3,NA,-2.531237270790829,171,2.4907975460122698,NA,3
1514-0326,Journal of Applied Economics,Economics,NA,2,NA,NA,1,1,NA,1.4,B,NA,NA,NA,2,NA,NA,5,3,NA,1.4,3,NA,NA,3.130024894290536,50,1.752808988764045,NA,5
0021-9010,Journal of Applied Psychology,Psychology,A,1,1,P*,4*,2,A,12.3,A*,1*,A+,2,1,2,1,1,2,1,12.3,1,1,1,-6.215532555529419,473,7.342696629213483,A,1
0021-9029,Journal of Applied Social Psychology,Psychology,B,2,NA,NA,2,1,NA,2.9,B,4,NA,4,2,NA,NA,4,3,NA,2.9,3,5,NA,1.5789796914005338,178,1.9221311475409837,B,4
1059-9231,Journal of Asia-Pacific Business,IB,NA,2,NA,NA,1,1,NA,1.5,C,NA,NA,NA,2,NA,NA,5,3,NA,1.5,4,NA,NA,4.021559243799406,26,1.7619047619047619,NA,5
1049-0078,Journal of Asian Economics,Economics,NA,2,4,NA,1,1,C,3.0,B,NA,NA,NA,2,5,NA,5,3,3,3,3,NA,NA,3.282398394339457,79,3.5169082125603865,NA,5
0378-4266,Journal of Banking and Finance,F&A,A,2,2,P,3,2,A,4.4,A*,1,A,2,2,3,2,3,2,1,4.4,1,2,2,-3.1638954453842234,NA,NA,A,2
2214-8043,Journal of Behavioral and Experimental Economics,Economics,B,2,3,NA,2,1,B,2.2,A,3,NA,4,2,4,NA,4,3,2,2.2,2,4,NA,0.6255047979336751,42,1.866412213740458,B,4
0894-3257,Journal of Behavioral Decision Making,Psychology,B,2,3,S,3,1,B,3.9,A,2,B,4,2,4,4,3,3,2,3.9,2,3,3,-0.014338144847452959,116,1.6565656565656566,B,3
1542-7560,Journal of Behavioral Finance,F&A,B,2,NA,NA,2,1,C,2.2,A,4,NA,4,2,NA,NA,4,3,3,2.2,2,5,NA,1.0523883849896503,54,1.9305555555555556,B,4
1350-231X,Journal of Brand Management,Marketing,C,2,4,S,2,1,B,4.8,A,3,B,6,2,5,4,4,3,2,4.8,2,4,3,1.7185269946592303,111,4.154761904761905,C,4
0735-0015,Journal of Business and Economic Statistics,Economics,NA,2,1,P,4,2,A,5.9,A*,1,NA,NA,2,2,2,2,2,1,5.9,1,2,NA,-3.742463116842806,0,0,NA,2
0885-8624,Journal of Business and Industrial Marketing,Marketing,C,2,3,NA,2,1,B,4.4,A,3,NA,6,2,4,NA,4,3,2,4.4,2,4,NA,1.3569205199618808,NA,NA,C,4
0889-3268,Journal of Business and Psychology,"OS/OB,HRM/IR",B,2,3,NA,3,1,B,7.3,A,3,B,4,2,4,NA,3,3,2,7.3,2,4,3,0.17125107862397027,122,3.58273381294964,B,3
0044-2372,Journal of Business Economics,Gen & Strat,B,2,NA,NA,2,1,NA,4.1,NA,NA,NA,4,2,NA,NA,4,3,NA,4.1,NA,NA,NA,0.510460287484131,NA,NA,B,4
0167-4544,Journal of Business Ethics,"OS/OB,HRM/IR",B,1,2,P,3,2,A,9.0,A,1,A,4,1,3,2,3,2,1,9,2,2,2,-3.2646149259597537,305,5.709470304975923,B,2
0306-686X,Journal of Business Finance and Accounting,F&A,B,2,2,P,3,2,A,3.3,A*,2,B,4,2,3,2,3,2,1,3.3,1,3,3,-2.216174836968068,NA,NA,B,3
0735-3766,Journal of Business Logistics,"OR,MS,POM",B,2,2,S,3,1,A,8.6,A,2,B,4,2,3,4,3,3,1,8.6,2,3,3,-0.4114511923640838,117,7.6231884057971016,B,3
0148-2963,Journal of Business Research,Marketing,B,2,2,S,3,2,A,9.2,A,2,B,4,2,3,4,3,2,1,9.2,2,3,3,-0.9797242814769381,320,13.27482447342026,B,3
0275-6668,Journal of Business Strategy,Gen & Strat,C,2,4,NA,1,1,C,1.9,B,4,NA,6,2,5,NA,5,3,3,1.9,3,5,NA,3.2084587826387576,NA,NA,C,5
0883-9026,Journal of Business Venturing,Entrep,A,1,1,P*,4,2,A,13.3,A*,1*,A,2,1,2,1,2,2,1,13.3,1,1,2,-5.827501071955523,291,8.174242424242424,A,2
2352-6734,Journal of Business Venturing Insights,Entrep,NA,2,NA,NA,2,1,NA,4.4,A,NA,B,NA,2,NA,NA,4,3,NA,4.4,2,NA,3,1.1190707103491604,44,4.79020979020979,NA,4
1051-712X,Journal of Business-to-Business Marketing,Marketing,C,2,4,S,2,2,C,1.9,B,4,B,6,2,5,4,4,2,3,1.9,3,5,3,1.966204213786126,43,1.9583333333333333,C,4
1382-6905,Journal of Combinatorial Optimization,"OR,MS,POM",B,2,NA,NA,2,1,NA,2.1,NA,NA,NA,4,2,NA,NA,4,3,NA,2.1,NA,NA,NA,0.510460287484131,59,1.053763440860215,B,4
2405-8513,Journal of Commodity Markets,F&A,NA,2,NA,NA,3,NA,NA,4.4,A,4,NA,NA,2,NA,NA,3,NA,NA,4.4,2,5,NA,0.7849968879342477,29,4.026666666666666,NA,4
0021-9886,Journal of Common Market Studies,Economics,NA,2,3,S,3,2,B,4.8,B,NA,NA,NA,2,4,4,3,2,2,4.8,3,NA,NA,0.4148119451680419,130,2.513595166163142,NA,4
0021-9916,Journal of Communication,Comm,B,2,NA,NA,NA,2,NA,9.2,A,NA,NA,4,2,NA,NA,NA,2,NA,9.2,2,NA,NA,-1.1096013120073793,201,4.851851851851852,B,3
1363-254X,Journal of Communication Management,Comm,NA,2,NA,NA,1,1,NA,3.2,B,NA,NA,NA,2,NA,NA,5,3,NA,3.2,3,NA,NA,3.130024894290536,59,3.1206896551724137,NA,5
0147-5967,Journal of Comparative Economics,Economics,NA,2,1,NA,3,1,A,4.2,A,NA,NA,NA,2,2,NA,3,3,1,4.2,2,NA,NA,-1.2157459943102138,136,3.5,NA,3
1061-8600,Journal of Computational and Graphical Statistics,Economics,NA,2,NA,NA,3,2,NA,4.5,A*,NA,NA,NA,2,NA,NA,3,2,NA,4.5,1,NA,NA,-1.9908428061252499,124,1.5992063492063493,NA,3
1460-1559,Journal of Computational Finance,F&A,B,2,NA,NA,1,1,NA,1.8,C,4,NA,4,2,NA,NA,5,3,NA,1.8,4,5,NA,2.6545903458336415,61,0.8928571428571429,B,5
0887-4417,Journal of Computer Information Systems,"MIS, KM",NA,2,NA,NA,2,1,NA,5.0,A,NA,NA,NA,2,NA,NA,4,3,NA,5,2,NA,NA,1.1190707103491604,NA,NA,NA,4
0022-0027,Journal of Conflict Resolution,"OS/OB,HRM/IR",NA,2,NA,NA,3,2,NA,5.4,A*,3,A,NA,2,NA,NA,3,2,NA,5.4,1,4,2,-1.2281282801638378,NA,NA,NA,3
0022-0078,Journal of Consumer Affairs,Marketing,C,2,3,S,2,1,B,2.7,A,3,B,6,2,4,4,4,3,2,2.7,2,4,3,1.3214139471425992,96,2.514792899408284,C,4
1472-0817,Journal of Consumer Behaviour,Marketing,C,2,NA,NA,2,1,NA,4.1,A,4,NA,6,2,NA,NA,4,3,NA,4.1,2,5,NA,2.0357414953738378,100,4.2368421052631575,C,4
0736-3761,Journal of Consumer Marketing,Marketing,C/D,2,4,NA,1,1,C,2.8,A,4,NA,7,2,5,NA,5,3,3,2.8,2,5,NA,3.1082062901401657,NA,NA,D,5
1057-7408,Journal of Consumer Psychology,Marketing,A,1,1,P*,4*,1,A,5.8,A*,1,A,2,1,2,1,1,3,1,5.8,1,2,2,-5.25490061566386,168,3.727272727272727,A,2
0093-5301,Journal of Consumer Research,Marketing,A+,1,1,P*,4*,2,A,11.8,A*,1*,A+,1,1,2,1,1,2,1,11.8,1,1,1,-6.493213434361143,NA,NA,A+,1
1815-5669,Journal of Contemporary Accounting and Economics,F&A,C,2,NA,NA,2,1,NA,3.1,A,NA,NA,6,2,NA,NA,4,3,NA,3.1,2,NA,NA,1.753160321738701,NA,NA,C,4
0929-1199,Journal of Corporate Finance,F&A,B,2,2,P,4,2,A,4.9,A*,1,A,4,2,3,2,2,2,1,4.9,1,2,2,-2.9965651712946704,173,8.803611738148984,B,2
0022-0221,Journal of Cross-Cultural Psychology,Psychology,C,2,NA,NA,3,2,NA,4.3,A,NA,NA,6,2,NA,NA,3,2,NA,4.3,2,NA,NA,0.25200194302297924,173,2.264,C,4
1063-8016,Journal of Database Management,"MIS, KM",NA,2,NA,NA,1,2,NA,2.4,A,NA,NA,NA,2,NA,NA,5,2,NA,2.4,2,NA,NA,1.13953121224864,43,0.9027777777777778,NA,4
1074-1240,Journal of Derivatives,F&A,B,2,3,S,2,1,B,0.7,A,3,B,4,2,4,4,4,3,2,0.7,2,4,3,0.7660521894791497,NA,NA,B,4
2212-571X,Journal of Destination Marketing and Management,Marketing,NA,2,NA,NA,1,1,NA,8.8,A,NA,NA,NA,2,NA,NA,5,3,NA,8.8,2,NA,NA,2.238490544781668,NA,NA,NA,4
0022-037X,Journal of Developing Areas,Economics,NA,2,NA,NA,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,5,2,NA,NA,NA,NA,NA,1.7171651274575073,NA,NA,NA,4
0304-3878,Journal of Development Economics,Economics,NA,2,1,NA,3,2,A,5.0,A*,NA,NA,NA,2,2,NA,3,2,1,5,1,NA,NA,-2.703893439948945,260,6.691699604743083,NA,2
0022-0388,Journal of Development Studies,Economics,NA,2,2,NA,3,2,A,3.2,A,3,NA,NA,2,3,NA,3,2,1,3.2,2,4,NA,-0.8351124690650996,153,2.1549295774647885,NA,3
1066-9868,Journal of East-West Business,IB,NA,2,NA,NA,1,1,NA,1.6,C,NA,NA,NA,2,NA,NA,5,3,NA,1.6,4,NA,NA,4.021559243799406,22,1.1764705882352942,NA,5
0304-4076,Journal of Econometrics,Economics,NA,2,1,NA,4,2,A,3.3,A*,1,NA,NA,2,2,NA,2,2,1,3.3,1,2,NA,-3.674476611030803,317,11.598802395209582,NA,2
0167-2681,Journal of Economic Behavior and Organization,Economics,A,2,2,S,3,2,A,2.3,A*,2,B,2,2,3,4,3,2,1,2.3,1,3,3,-1.9586774966274312,4,0.13636363636363635,A,3
0165-1889,Journal of Economic Dynamics and Control,Economics,A,2,1,NA,3,2,A,2.5,A*,2,B,2,2,2,NA,3,2,1,2.5,1,3,3,-3.040582970988256,NA,NA,A,2
0022-0485,Journal of Economic Education,Education,NA,2,3,NA,1,1,B,1.5,B,NA,NA,NA,2,4,NA,5,3,2,1.5,3,NA,NA,2.502735002412626,2,0,NA,4
1468-2702,Journal of Economic Geography,Economics,NA,2,1,NA,4,2,A,7.1,A,1,NA,NA,2,2,NA,2,2,1,7.1,2,2,NA,-3.139786123729539,137,3.5053763440860215,NA,2
1381-4338,Journal of Economic Growth,Economics,NA,2,1,NA,3,2,A,4.9,A*,1,NA,NA,2,2,NA,3,2,1,4.9,1,2,NA,-3.1127983624769433,125,3.5454545454545454,NA,2
0022-0507,Journal of Economic History,Economics,NA,2,1,NA,3,2,A,4.1,A*,NA,NA,NA,2,2,NA,3,2,1,4.1,1,NA,NA,-2.703893439948945,NA,NA,NA,2
1569-1721,Journal of Economic Inequality,Economics,NA,2,3,NA,2,1,B,2.2,A,NA,NA,NA,2,4,NA,4,3,2,2.2,2,NA,NA,1.095086758198535,68,4.321428571428571,NA,4
0021-3624,Journal of Economic Issues,Economics,NA,2,3,NA,2,1,B,1.0,B,NA,NA,NA,2,4,NA,4,3,2,1,3,NA,NA,1.751229033757538,NA,NA,NA,4
0022-0515,Journal of Economic Literature,Economics,NA,2,1*,NA,4,1,A,13.8,A*,1,NA,NA,2,1,NA,2,3,1,13.8,1,2,NA,-3.5600811347447157,257,7.838709677419355,NA,2
1350-178X,Journal of Economic Methodology,Economics,NA,2,2,NA,2,1,A,2.5,B,NA,NA,NA,2,3,NA,4,3,1,2.5,3,NA,NA,0.9715656418307088,55,2.0833333333333335,NA,4
0895-3309,Journal of Economic Perspectives,Economics,NA,2,1,NA,4,1,A,18.6,A*,1,NA,NA,2,2,NA,2,3,1,18.6,1,2,NA,-2.9802079120063656,NA,NA,NA,2
0167-4870,Journal of Economic Psychology,Economics,B,2,2,S,2,1,A,3.4,A,3,B,4,2,3,4,4,3,1,3.4,2,4,3,0.36893914196251887,164,2.697841726618705,B,4
2199-6776,Journal of Economic Science Association,Economics,NA,2,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,-0.21989593517080264,25,2.6,NA,3
0144-3585,Journal of Economic Studies,Economics,NA,2,NA,NA,2,1,NA,2.3,B,NA,NA,NA,2,NA,NA,4,3,NA,2.3,3,NA,NA,2.0106050598580265,69,2.3312101910828025,NA,4
0950-0804,Journal of Economic Surveys,Economics,NA,2,2,NA,2,1,A,6.3,A,NA,NA,NA,2,3,NA,4,3,1,6.3,2,NA,NA,0.31542336627170475,148,6.741496598639456,NA,4
0022-0531,Journal of Economic Theory,Economics,NA,2,1,NA,4,2,A,2.4,A*,1,NA,NA,2,2,NA,2,2,1,2.4,1,2,NA,-3.674476611030803,242,1.9751552795031055,NA,2
0148-6195,Journal of Economics and Business,Economics,C,2,NA,NA,2,1,NA,3.7,B,NA,NA,6,2,NA,NA,4,3,NA,3.7,3,NA,NA,2.378768403731429,NA,NA,C,4
1055-0925,Journal of Economics and Finance,F&A,C,2,NA,NA,NA,1,NA,1.1,B,NA,NA,6,2,NA,NA,NA,3,NA,1.1,3,NA,NA,2.653014392863608,47,1.605263157894737,C,5
1058-6407,Journal of Economics and Management Strategy,Economics,A,2,1,P,2,2,A,2.5,A,2,B,2,2,2,2,4,2,1,2.5,2,3,3,-2.3570267010872077,NA,NA,A,3
0931-8658,Journal of Economics/ Zeitschrift fur Nationalokonomie,Economics,NA,2,3,NA,2,1,B,1.9,B,NA,NA,NA,2,4,NA,4,3,2,1.9,3,NA,NA,1.7895598354255167,NA,NA,NA,4
0268-0939,Journal of Education Policy,Education,NA,2,NA,NA,2,2,NA,6.1,NA,NA,NA,NA,2,NA,NA,4,2,NA,6.1,NA,NA,NA,0.2845132621123332,106,2.6144578313253013,NA,4
0022-0671,Journal of Educational Research,Education,NA,2,NA,NA,NA,1,NA,3.1,NA,NA,NA,NA,2,NA,NA,NA,3,NA,3.1,NA,NA,NA,1.5707144746137125,NA,NA,NA,4
1938-9027,Journal of Electronic Commerce Research,"MIS, KM",C,2,NA,NA,1,1,NA,4.1,B,4,NA,6,2,NA,NA,5,3,NA,4.1,3,5,NA,3.1113521498069465,51,1,C,5
0927-5398,Journal of Empirical Finance,F&A,B,2,3,P,3,2,A,3.4,A,2,B,4,2,4,2,3,2,1,3.4,2,3,3,-1.3954703319643933,124,2.8835616438356166,B,3
0923-4748,Journal of Engineering and Technology Management - JE,TInnovation,C,2,3,S,2,1,B,5.2,B,3,B,6,2,4,4,4,3,2,5.2,3,4,3,1.7450054046296428,NA,NA,C,4
1741-0398,Journal of Enterprise Information Management,"MIS, KM",C,2,4,NA,2,1,B,6.1,A,4,NA,6,2,5,NA,4,3,2,6.1,2,5,NA,2.288244709816358,95,8.492424242424242,C,4
0095-0696,Journal of Environmental Economics and Management,Economics,B,2,1,NA,3,2,A,7.8,A*,1,A,4,2,2,NA,3,2,1,7.8,1,2,2,-2.7736806270180248,212,6.569306930693069,B,2
0301-4797,Journal of Environmental Management,Economics,B/C,2,3,NA,3,2,B,9.8,A,2,B,5,2,4,NA,3,2,2,9.8,2,3,3,-0.5438774108402467,258,9.18974686236971,C,3
1049-6483,Journal of Euromarketing,Marketing,NA,2,NA,NA,NA,1,NA,NA,C,NA,NA,NA,2,NA,NA,NA,3,NA,NA,4,NA,NA,3.7207555920608852,32,0,NA,5
0391-5115,Journal of European Economic History,Economics,NA,2,4,NA,1,NA,C,0.1,B,NA,NA,NA,2,5,NA,5,NA,3,0.1,3,NA,NA,3.635050536242571,NA,NA,NA,5
1350-1763,Journal of European Public Policy,PSM,NA,2,NA,NA,3,2,NA,8.1,A,NA,B,NA,2,NA,NA,3,2,NA,8.1,2,NA,3,-1.0993084566163815,159,5.655601659751038,NA,3
0958-9287,Journal of European Social Policy,PSM,NA,2,NA,NA,3,2,NA,4.4,NA,NA,NA,NA,2,NA,NA,3,2,NA,4.4,NA,NA,NA,-1.1481386032328444,101,3.011904761904762,NA,3
0936-9937,Journal of Evolutionary Economics,Economics,NA,2,2,P,2,1,A,3.1,A,NA,NA,NA,2,3,2,4,3,1,3.1,2,NA,NA,-0.6285540415536066,101,1.565217391304348,NA,3
1076-898X,Journal of Experimental Psychology: Applied,Psychology,NA,2,NA,NA,4,1,NA,3.9,A,NA,NA,NA,2,NA,NA,2,3,NA,3.9,2,NA,NA,-1.1197689585158606,NA,NA,NA,3
0096-3445,Journal of Experimental Psychology: General,Psychology,NA,2,NA,NA,4,2,NA,6.3,A*,NA,NA,NA,2,NA,NA,2,2,NA,6.3,1,NA,NA,-3.110262640557759,262,3,NA,2
0096-1523,Journal of Experimental Psychology: Human Perception an,dPsychology,NA,2,NA,NA,NA,2,NA,5.4,NA,NA,NA,NA,2,NA,NA,NA,2,NA,5.4,NA,NA,NA,-1.0212357357474136,NA,NA,NA,3
0278-7393,Journal of Experimental Psychology: Learning Memory and,Psychology,NA,2,NA,NA,3,2,NA,5.3,A,NA,NA,NA,2,NA,NA,3,2,NA,5.3,2,NA,NA,-1.0993084566163815,NA,NA,NA,3
0022-1031,Journal of Experimental Social Psychology,Psychology,NA,2,NA,NA,4,1,NA,6.2,A,NA,NA,NA,2,NA,NA,2,3,NA,6.2,2,NA,NA,-1.1197689585158606,240,3.5735849056603772,NA,3
0022-1082,Journal of Finance,F&A,A+,1,1*,P*,4*,2,A,11.2,A*,1*,A+,1,1,1,1,1,2,1,11.2,1,1,1,-6.890326481877775,NA,NA,A+,1
0022-1090,Journal of Financial and Quantitative Analysis,F&A,A,1,1,P*,4,2,A,5.3,A*,1,A,2,1,2,1,2,2,1,5.3,1,2,2,-5.435142221202817,247,4.00418410041841,A,2
1479-8409,Journal of Financial Econometrics,Economics,B,2,3,S,3,1,A,2.8,A*,2,B,4,2,4,4,3,3,1,2.8,1,3,3,-0.43792960233449657,72,2.271604938271605,B,3
0304-405X,Journal of Financial Economics,F&A,A+,1,1,P*,4*,2,A,9.6,A*,1*,A+,1,1,2,1,1,2,1,9.6,1,1,1,-6.493213434361143,510,16.970654627539503,A+,1
1042-9573,Journal of Financial Intermediation,F&A,A,2,2,P,4,2,A,6.3,A*,1,A,2,2,3,2,2,2,1,6.3,1,2,2,-3.55192692895812,132,4.308641975308642,A,2
1386-4181,Journal of Financial Markets,F&A,B,2,2,P,3,2,A,3.0,A*,2,A,4,2,3,2,3,2,1,3,1,3,2,-2.216174836968068,96,2.7211538461538463,B,3
2380-2154,Journal of Financial Reporting,F&A,NA,2,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,-0.21989593517080264,NA,NA,NA,3
0270-2592,Journal of Financial Research,F&A,C,2,3,S,3,1,B,1.2,A,3,B,6,2,4,4,3,3,2,1.2,2,4,3,0.9333824635687027,NA,NA,C,4
0920-8550,Journal of Financial Services Research,F&A,C,2,3,S,3,2,B,3.3,A,3,B,6,2,4,4,3,2,2,3.3,2,4,3,0.36510937445584846,92,1.6458333333333333,C,4
1572-3089,Journal of Financial Stability,F&A,NA,2,3,NA,3,1,B,6.3,A,3,B,NA,2,4,NA,3,3,2,6.3,2,4,3,0.439029452697689,95,7.292817679558011,NA,4
1059-8596,Journal of Fixed Income,F&A,B,2,3,S,2,1,B,0.5,A,3,B,4,2,4,4,4,3,2,0.5,2,4,3,0.7660521894791497,56,0.24561403508771928,B,4
0277-6693,Journal of Forecasting,Gen & Strat,B,2,3,NA,2,1,B,3.0,A,3,NA,4,2,4,NA,4,3,2,3,2,4,NA,0.6255047979336751,106,2.5142857142857142,B,4
0270-7314,Journal of Futures Markets,F&A,B,2,3,S,3,1,B,2.4,A,3,B,4,2,4,4,3,3,2,2.4,2,4,3,0.37802070590525333,100,1.6495726495726495,B,4
0306-3070,Journal of General Management,Gen & Strat,C,2,NA,NA,1,1,C,1.0,B,4,NA,6,2,NA,NA,5,3,3,1,3,5,NA,3.1113521498069465,52,1.3457943925233644,C,5
1062-7375,Journal of Global Information Management,"MIS, KM",NA,2,3,NA,2,1,B,2.4,A,3,NA,NA,2,4,NA,4,3,2,2.4,2,4,NA,1.0007077012515484,58,3.116504854368932,NA,4
1097-198X,Journal of Global Information Technology Management,"MIS, KM",NA,2,NA,NA,2,1,NA,2.6,B,NA,NA,NA,2,NA,NA,4,3,NA,2.6,3,NA,NA,2.0106050598580265,46,1.9787234042553192,NA,4
0891-1762,Journal of Global Marketing,Marketing,C,2,NA,NA,1,1,NA,2.7,B,NA,NA,6,2,NA,NA,5,3,NA,2.7,3,NA,NA,3.0825499230720204,52,3.847826086956522,C,5
2049-8799,Journal of Global Mobility,HRM/IR,NA,2,NA,NA,2,1,NA,2.6,B,NA,NA,NA,2,NA,NA,4,3,NA,2.6,3,NA,NA,2.0106050598580265,30,2.7241379310344827,NA,4
0167-6296,Journal of Health Economics,Economics,A,2,1,NA,3,2,A,5.3,A*,NA,A,2,2,2,NA,3,2,1,5.3,1,NA,2,-3.349514130568863,198,4.0504587155963305,A,2
